score,BA,H,RBI,BB,k,SB,holds,avgR,ER,bb,SO,nHR
13,43,14,11,3,2,1,14,13,9,3,2,4
5,36,9,4,3,8,3,9,5,4,3,8,0
2,32,7,2,1,9,1,7,2,2,1,9,0
3,35,8,3,1,5,2,8,3,3,1,5,2
2,30,5,2,4,5,0,5,2,2,4,5,1
1,28,4,0,5,3,1,4,1,0,5,3,0
0,32,7,0,2,3,0,7,0,0,2,3,0
2,29,5,2,5,3,0,5,2,2,5,3,1
3,28,6,3,2,3,0,6,3,3,2,3,1
3,29,7,3,3,4,1,7,3,2,3,4,1
1,31,4,1,6,8,0,4,1,1,6,8,0
6,35,8,5,4,8,0,8,6,4,4,8,0
2,33,4,2,2,10,0,4,2,0,2,10,0
3,34,8,3,0,1,0,8,3,2,0,1,1
4,35,14,3,2,4,1,14,4,3,2,4,0
4,34,8,3,2,4,0,8,4,3,2,4,2
7,33,10,6,2,3,2,10,7,6,2,3,1
1,28,5,1,3,7,0,5,1,0,3,7,0
3,26,5,3,2,2,0,5,3,3,2,2,1
5,33,9,3,2,5,2,9,5,5,2,5,0
1,32,4,1,0,6,0,4,1,1,0,6,0
5,36,9,5,4,5,2,9,5,5,4,5,1
6,31,13,3,5,2,1,13,6,4,5,2,1
2,33,5,2,3,9,0,5,2,2,3,9,0
5,30,6,5,0,8,0,6,5,5,0,8,1
6,34,10,5,4,3,2,10,6,4,4,3,2
3,31,6,2,0,3,1,6,3,2,0,3,1
11,36,12,10,3,7,1,12,11,11,3,7,2
0,30,4,0,2,5,1,4,0,0,2,5,0
8,40,13,8,2,1,0,13,8,8,2,1,1
4,35,7,4,1,2,2,7,4,2,1,2,1
1,30,4,1,1,6,0,4,1,1,1,6,0
5,31,8,3,1,3,1,8,5,2,1,3,0
9,40,15,8,6,4,4,15,9,7,6,4,1
9,36,7,7,6,8,1,7,9,5,6,8,2
10,40,14,7,3,7,0,14,10,6,3,7,0
4,33,6,4,2,1,1,6,4,4,2,1,0
2,34,8,1,2,1,0,8,2,1,2,1,0
3,30,9,3,4,6,1,9,3,3,4,6,0
10,39,13,10,3,6,0,13,10,10,3,6,1
6,41,16,6,2,5,0,16,6,6,2,5,2
4,31,8,3,7,5,0,8,4,4,7,5,0
6,30,9,6,1,4,0,9,6,6,1,4,1
5,33,8,4,5,8,1,8,5,4,5,8,0
4,36,13,4,3,6,2,13,4,4,3,6,2
2,36,7,1,1,4,0,7,2,1,1,4,1
1,33,3,0,4,9,3,3,1,0,4,9,0
3,36,9,3,4,6,1,9,3,3,4,6,0
2,32,7,2,1,2,1,7,2,1,1,2,0
3,33,8,3,0,4,1,8,3,2,0,4,0
7,35,14,7,2,2,0,14,7,5,2,2,0
8,32,12,8,5,1,2,12,8,8,5,1,0
4,33,9,4,3,4,0,9,4,2,3,4,0
5,33,7,3,2,5,0,7,5,3,2,5,0
6,34,10,3,3,3,1,10,6,3,3,3,1
5,31,9,3,3,4,3,9,5,4,3,4,0
1,30,6,1,6,6,0,6,1,1,6,6,0
4,38,13,4,1,4,0,13,4,4,1,4,0
5,31,7,5,5,2,1,7,5,5,5,2,1
1,28,4,0,4,10,1,4,1,0,4,10,0
0,29,7,0,3,5,0,7,0,0,3,5,0
3,33,7,3,2,7,4,7,3,3,2,7,1
1,29,2,1,1,1,1,2,1,1,1,1,1
8,39,17,9,7,3,3,17,9,9,7,3,1
5,34,7,5,3,4,2,7,5,5,3,4,1
5,35,10,3,1,3,0,10,5,2,1,3,0
8,34,11,8,2,1,2,11,8,3,2,1,2
3,39,12,3,2,6,4,12,3,2,2,6,0
3,38,10,2,3,8,2,10,3,2,3,8,1
5,31,9,5,9,3,0,9,5,5,9,3,0
4,35,6,4,5,10,2,6,4,3,5,10,0
3,34,7,3,2,5,1,7,3,3,2,5,0
6,28,8,6,4,0,0,8,6,5,4,0,0
2,32,6,2,2,5,1,6,2,2,2,5,2
4,29,6,4,2,3,1,6,4,4,2,3,2
1,32,8,1,0,0,0,8,1,1,0,0,1
7,33,8,4,1,4,1,8,7,2,1,4,0
5,37,9,1,7,3,6,9,5,2,7,3,0
5,36,8,5,7,6,0,8,5,5,7,6,1
4,34,8,4,2,1,0,8,4,3,2,1,0
5,34,11,4,3,3,1,11,5,4,3,3,1
7,31,9,6,9,5,2,9,7,6,9,5,0
6,38,13,6,4,5,1,13,6,5,4,5,1
6,36,12,6,3,3,0,12,6,6,3,3,2
3,33,8,3,3,8,0,8,3,3,3,8,2
9,36,10,9,8,5,0,10,9,9,8,5,4
3,36,10,3,0,0,0,10,3,2,0,0,1
0,25,0,0,5,7,0,0,0,0,5,7,0
4,30,11,3,5,4,2,11,4,4,5,4,0
8,35,11,8,4,10,1,11,8,8,4,10,2
2,34,9,2,1,5,3,9,2,2,1,5,2
4,34,9,4,0,1,1,9,4,4,0,1,1
2,28,4,2,5,4,0,4,2,2,5,4,0
7,38,11,6,2,4,0,11,7,5,2,4,2
11,37,14,10,9,1,5,14,11,10,9,1,1
10,36,12,8,6,7,3,12,10,6,6,7,0
2,33,7,2,2,3,1,7,2,2,2,3,0
1,29,3,1,3,6,2,3,1,1,3,6,1
3,30,6,2,1,3,1,6,3,1,1,3,1
2,30,5,2,2,1,0,5,2,2,2,1,2
3,31,10,3,2,5,1,10,3,3,2,5,0
4,32,8,2,12,7,4,8,4,1,12,7,0
5,34,8,3,8,2,1,8,5,4,8,2,0
0,31,7,0,4,1,0,7,0,0,4,1,0
3,31,12,3,0,1,0,12,3,1,0,1,0
7,37,13,7,3,6,1,13,7,7,3,6,2
0,29,3,0,2,3,0,3,0,0,2,3,0
0,31,4,0,2,3,0,4,0,0,2,3,0
11,36,11,7,3,7,5,11,11,8,3,7,1
1,32,8,1,4,6,5,8,1,1,4,6,0
0,28,5,0,3,6,1,5,0,0,3,6,0
6,40,12,5,4,5,0,12,6,5,4,5,0
2,27,1,2,3,2,0,1,2,2,3,2,0
2,30,5,2,2,5,0,5,2,2,2,5,1
13,38,16,13,8,6,2,16,13,13,8,6,1
10,38,11,9,4,6,2,11,10,1,4,6,0
0,35,9,0,0,4,0,9,0,0,0,4,0
2,30,7,2,1,2,3,7,2,1,1,2,1
6,34,9,6,3,5,0,9,6,3,3,5,1
0,29,5,0,2,4,2,5,0,0,2,4,0
1,28,6,1,3,4,0,6,1,1,3,4,1
1,32,6,1,4,3,1,6,1,1,4,3,0
7,28,7,6,11,2,2,7,7,5,11,2,0
2,26,4,1,10,5,1,4,2,1,10,5,0
14,37,14,13,10,4,1,14,14,12,10,4,3
6,35,8,6,4,3,0,8,6,4,4,3,1
4,39,13,4,3,5,1,13,4,3,3,5,1
2,33,5,2,9,8,0,5,2,2,9,8,1
1,31,3,1,1,4,0,3,1,1,1,4,0
12,36,13,11,6,2,1,13,12,11,6,2,1
6,39,12,6,1,3,0,12,6,6,1,3,2
2,33,10,2,3,4,1,10,2,1,3,4,1
4,28,6,4,4,6,1,6,4,4,4,6,1
1,29,4,1,8,6,0,4,1,1,8,6,0
11,34,13,9,5,3,0,13,11,9,5,3,1
0,29,5,0,0,2,0,5,0,0,0,2,0
7,30,9,7,5,1,1,9,7,7,5,1,1
2,28,4,2,4,10,0,4,2,2,4,10,1
2,32,8,1,1,5,1,8,2,1,1,5,0
11,46,18,11,3,1,0,18,11,9,3,1,3
5,37,13,5,3,4,2,13,5,4,3,4,0
5,36,9,5,4,5,0,9,5,5,4,5,0
2,32,8,2,4,6,3,8,2,2,4,6,1
2,32,7,2,2,6,0,7,2,2,2,6,0
3,29,11,3,1,2,0,11,3,3,1,2,1
12,42,15,12,5,11,0,15,12,10,5,11,3
4,40,13,4,4,7,1,13,4,4,4,7,0
7,36,16,6,1,3,1,16,7,5,1,3,0
5,35,12,3,5,1,3,12,5,4,5,1,0
6,32,10,6,3,1,0,10,6,4,3,1,1
2,35,8,2,4,9,1,8,2,1,4,9,0
7,39,15,7,4,3,0,15,7,6,4,3,2
4,33,10,4,3,5,2,10,4,4,3,5,0
1,27,4,1,5,3,0,4,1,1,5,3,0
3,28,8,2,1,0,2,8,3,3,1,0,0
1,32,6,1,1,4,0,6,1,1,1,4,0
1,29,4,1,0,5,1,4,1,1,0,5,1
4,34,8,3,0,2,2,8,4,4,0,2,1
5,37,11,5,1,6,5,11,5,5,1,6,1
6,35,10,5,4,4,3,10,6,5,4,4,1
3,32,5,3,2,4,0,5,3,3,2,4,2
6,37,9,4,3,3,0,9,6,3,3,3,1
4,33,7,4,10,4,0,7,4,4,10,4,1
7,34,12,7,6,4,4,12,7,7,6,4,2
10,34,9,9,4,3,2,9,10,9,4,3,2
2,27,3,2,4,7,1,3,2,2,4,7,0
3,33,7,2,2,8,1,7,3,0,2,8,0
6,33,8,4,2,3,2,8,6,4,2,3,1
2,30,4,2,3,7,1,4,2,0,3,7,0
3,34,11,3,3,5,2,11,3,3,3,5,1
8,31,12,8,4,4,2,12,8,7,4,4,1
4,34,9,4,1,5,1,9,4,3,1,5,1
2,32,6,2,4,5,0,6,2,2,4,5,2
2,35,9,2,3,3,0,9,2,2,3,3,0
4,31,8,4,6,13,1,8,4,4,6,13,1
8,34,9,7,7,2,0,9,8,6,7,2,1
1,39,11,0,3,8,1,11,1,0,3,8,0
1,33,7,0,0,0,1,7,1,1,0,0,0
4,25,3,4,4,2,1,3,4,1,4,2,1
10,39,16,8,5,5,0,16,10,10,5,5,0
5,38,11,4,4,7,0,11,5,5,4,7,0
4,33,8,3,4,8,0,8,4,3,4,8,0
2,32,7,1,6,2,1,7,2,1,6,2,0
6,38,14,6,0,3,1,14,6,6,0,3,2
7,32,10,7,9,4,0,10,7,7,9,4,0
8,37,12,7,4,3,1,12,8,7,4,3,2
4,30,6,4,3,3,0,6,4,4,3,3,0
1,31,6,1,5,10,1,6,1,1,5,10,0
6,30,7,6,4,7,0,7,6,6,4,7,1
4,34,7,3,1,3,0,7,4,2,1,3,2
2,31,4,2,2,2,0,4,2,2,2,2,2
3,28,7,2,3,4,2,8,3,3,3,4,0
12,41,18,12,1,5,0,18,12,11,1,5,4
5,33,6,4,3,6,1,6,5,4,3,6,2
7,29,9,7,3,5,0,9,7,7,3,5,2
3,33,10,2,1,4,0,10,3,3,1,4,1
7,33,12,6,2,1,2,12,7,7,2,1,1
5,34,8,5,6,1,1,8,5,3,6,1,2
5,35,9,5,4,2,1,9,5,4,4,2,1
11,39,13,9,7,8,0,13,11,5,7,8,1
10,36,14,6,5,8,5,15,10,6,5,9,0
3,35,9,3,3,6,0,9,3,3,3,6,1
10,32,6,8,6,2,2,6,10,9,6,2,2
1,33,8,1,1,3,0,8,1,1,1,3,1
2,30,8,2,5,1,1,8,2,1,5,1,0
6,29,6,4,4,2,2,6,6,5,4,2,2
1,27,5,1,4,4,0,5,1,1,4,4,0
8,26,10,7,6,1,3,10,8,7,6,1,1
5,23,5,5,2,4,0,5,5,5,2,4,2
9,32,11,9,4,1,0,11,9,8,4,1,2
5,28,9,5,5,3,0,9,5,5,5,3,0
3,31,6,3,5,5,0,6,3,3,5,5,1
10,36,11,8,2,3,5,11,10,7,2,3,1
2,17,3,2,3,4,0,3,2,2,3,4,1
3,17,5,3,2,2,0,5,3,3,2,2,0
2,34,9,2,3,5,0,9,2,2,3,5,1
4,30,6,4,2,3,0,6,4,3,2,3,1
6,37,11,6,3,7,1,11,6,6,3,7,2
5,32,9,5,5,6,1,9,5,4,5,6,2
4,35,9,4,2,2,0,9,4,4,2,2,3
6,33,11,5,4,4,0,11,6,6,4,4,3
4,31,9,4,2,3,1,9,4,3,2,3,2
7,32,10,6,2,4,0,10,7,7,2,4,2
3,34,8,3,0,1,2,8,3,3,0,1,1
8,31,9,6,6,4,2,9,8,6,6,4,1
7,37,9,7,6,4,2,9,7,7,6,4,0
7,38,10,7,5,3,0,10,7,7,5,3,1
1,31,9,1,4,5,0,9,1,1,4,5,1
7,31,8,7,9,9,0,8,7,6,9,9,1
11,40,17,10,5,6,0,17,11,8,5,6,2
1,32,10,1,1,6,1,10,1,1,1,6,0
6,38,11,4,2,7,0,11,6,3,2,7,2
4,33,8,3,2,1,2,8,4,4,2,1,1
12,43,14,12,6,9,2,14,12,10,6,9,2
16,37,13,15,8,1,0,13,16,15,8,1,3
8,34,11,8,4,4,3,11,8,6,4,4,2
7,42,15,7,5,4,0,15,7,5,5,4,2
0,31,7,0,3,6,1,7,0,0,3,6,0
3,29,7,2,4,6,1,7,3,2,4,6,1
5,34,8,5,3,4,0,8,5,5,3,4,0
2,31,9,2,5,3,2,9,2,2,5,3,1
6,34,11,6,2,4,2,11,6,6,2,4,0
7,36,10,7,4,7,0,10,7,7,4,7,2
10,38,13,10,3,1,0,13,10,10,3,1,4
6,35,10,5,3,5,1,10,6,6,3,5,2
8,37,13,7,3,2,2,13,8,8,3,2,1
2,30,6,2,3,3,0,6,2,2,3,3,0
2,32,6,2,5,4,0,6,2,2,5,4,1
9,33,10,7,5,5,0,10,9,8,5,5,2
1,33,7,1,4,8,1,7,1,1,4,8,1
1,31,6,1,3,3,0,6,1,1,3,3,0
3,32,5,3,3,7,0,5,3,2,3,7,1
4,28,6,3,3,4,3,6,4,4,3,4,1
4,32,9,4,3,7,0,9,4,4,3,7,3
1,33,7,1,0,3,0,7,1,1,0,3,1
6,35,12,6,6,3,0,12,6,6,6,3,2
3,30,5,3,6,6,3,5,3,3,6,6,1
3,32,10,3,5,3,0,10,3,3,5,3,1
3,34,10,3,5,1,0,10,3,3,5,1,0
1,36,10,1,1,3,3,10,1,1,1,3,1
7,31,8,6,3,7,0,8,7,5,3,7,1
1,30,3,1,2,12,0,3,1,1,2,12,0
4,28,6,3,2,3,0,6,4,2,2,3,1
3,32,6,3,2,5,0,6,3,2,2,5,1
2,36,10,1,2,5,0,10,2,1,2,5,0
6,33,8,6,7,10,1,8,6,6,7,10,1
8,30,9,5,4,4,0,9,8,2,4,4,1
4,33,8,4,8,2,0,8,4,4,8,2,1
8,36,13,7,1,4,0,13,8,6,1,4,2
5,34,9,4,5,6,1,9,5,4,5,6,1
1,32,6,0,4,3,1,6,1,0,4,3,0
0,29,3,0,3,2,0,3,0,0,3,2,0
1,30,7,1,5,7,0,7,1,1,5,7,0
3,31,6,2,4,6,0,6,3,3,4,6,0
4,30,9,4,2,2,2,9,4,4,2,2,1
8,39,14,8,6,7,0,14,8,7,6,7,2
9,36,13,7,5,3,1,13,9,7,5,3,2
7,35,12,6,5,6,1,12,7,6,5,6,2
3,36,12,3,1,3,0,12,3,3,1,3,1
7,37,14,6,1,1,0,14,7,5,1,1,2
6,31,8,6,4,4,1,8,6,5,4,4,1
6,33,13,6,1,0,0,13,6,6,1,0,0
5,34,11,5,2,2,1,11,5,5,2,2,2
14,41,17,14,8,1,0,17,14,14,8,1,4
5,36,10,5,1,3,1,10,5,5,1,3,1
5,37,11,4,2,3,0,11,5,4,2,3,1
12,34,13,12,5,3,4,13,12,11,5,3,4
4,32,7,4,5,7,0,7,4,4,5,7,0
1,32,8,1,3,2,0,8,1,1,3,2,0
4,37,13,4,6,8,1,13,4,4,6,8,0
7,30,8,7,4,2,0,8,7,4,4,2,1
11,41,15,10,3,4,3,15,11,8,3,4,0
0,31,6,0,2,1,0,6,0,0,2,1,0
3,36,9,3,4,8,0,9,3,3,4,8,0
4,37,12,4,2,6,1,12,4,1,2,6,1
3,36,10,3,1,6,1,10,3,2,1,6,0
5,34,13,5,4,6,3,13,5,5,4,6,1
4,37,11,3,3,5,0,11,4,4,3,5,0
6,30,7,6,4,4,2,7,6,6,4,4,1
5,29,5,4,10,10,2,5,5,3,10,10,2
2,37,13,2,2,6,3,13,2,1,2,6,0
1,34,9,1,0,3,0,9,1,1,0,3,0
8,34,9,6,2,2,0,9,8,5,2,2,1
1,29,2,0,5,3,2,2,1,0,5,3,0
0,28,3,0,1,5,0,3,0,0,1,5,0
3,33,6,3,2,7,1,6,3,3,2,7,2
1,34,7,1,0,6,0,7,1,1,0,6,0
4,29,6,3,3,4,1,6,4,4,3,4,0
6,30,7,6,5,4,2,7,6,3,5,4,1
9,36,10,5,6,2,2,10,9,3,6,2,0
5,37,11,4,1,8,0,11,5,5,1,8,0
0,30,2,0,1,2,0,2,0,0,1,2,0
4,26,7,4,3,2,1,7,4,4,3,2,0
7,39,14,7,0,9,0,14,7,5,0,9,1
8,33,12,8,13,3,1,12,8,8,13,3,0
13,42,16,12,4,2,1,16,13,11,4,2,4
6,37,12,6,5,5,0,12,6,6,5,5,1
4,36,11,2,0,7,0,11,4,2,0,7,0
3,35,9,3,4,3,1,9,3,3,4,3,1
5,33,10,5,4,4,0,10,5,5,4,4,0
2,32,9,2,1,5,0,9,2,1,1,5,0
6,32,11,6,6,4,2,11,6,6,6,4,0
0,31,3,0,3,5,0,3,0,0,3,5,0
9,40,15,8,6,7,0,15,9,4,6,7,1
1,32,5,1,2,4,0,5,1,1,2,4,0
12,40,15,10,7,6,0,15,12,11,7,6,1
10,42,16,9,2,6,0,16,10,9,2,6,1
3,36,13,3,4,6,2,13,3,3,4,6,0
6,29,9,6,5,5,0,9,6,5,5,5,2
3,37,11,3,2,5,1,11,3,2,2,5,0
4,33,9,4,3,2,0,9,4,2,3,2,1
3,37,11,3,1,4,0,11,3,2,1,4,1
2,34,6,2,4,6,2,6,2,2,4,6,0
0,30,3,0,0,7,0,3,0,0,0,7,0
8,33,10,7,3,4,2,10,8,3,3,4,0
2,29,6,2,2,3,0,6,2,2,2,3,0
0,32,5,0,7,1,1,5,0,0,7,1,0
4,33,6,3,4,5,2,6,4,3,4,5,0
6,33,9,6,2,7,0,9,6,6,2,7,3
8,39,13,8,4,1,1,13,8,7,4,1,1
3,29,4,3,9,5,2,4,3,3,9,5,1
8,37,11,8,4,6,0,11,8,8,4,6,1
19,47,23,18,5,1,1,23,19,14,5,1,0
2,30,7,2,4,2,0,7,2,2,4,2,1
4,30,7,4,3,6,0,7,4,3,3,6,1
1,33,6,1,1,2,0,6,1,1,1,2,0
4,29,11,4,3,7,0,11,4,4,3,7,2
6,38,11,5,1,4,1,11,6,4,1,4,1
3,37,11,2,1,5,2,11,3,3,1,5,0
0,34,9,0,0,2,0,9,0,0,0,2,0
4,32,9,4,1,3,0,9,4,2,1,3,1
3,32,7,3,3,6,0,7,3,3,3,6,1
1,32,8,1,1,1,0,8,1,1,1,1,0
6,36,10,6,3,6,1,10,6,5,3,6,1
2,31,5,2,5,6,0,5,2,2,5,6,1
0,33,5,0,0,8,0,5,0,0,0,8,0
9,34,10,9,5,5,0,10,9,9,5,5,1
5,33,8,5,4,3,1,8,5,5,4,3,0
7,33,11,6,4,4,0,11,7,7,4,4,1
7,39,13,6,2,3,0,13,7,6,2,3,0
2,34,8,2,7,0,1,8,2,2,7,0,0
2,32,8,2,3,0,3,8,2,2,3,0,0
0,30,3,0,1,8,2,3,0,0,1,8,0
6,37,11,6,1,3,2,11,6,6,1,3,0
7,29,11,6,4,5,1,11,7,5,4,5,1
10,40,15,7,5,3,1,15,10,8,5,3,0
5,39,14,5,1,1,2,14,5,5,1,1,0
3,29,6,2,3,5,1,6,3,3,3,5,1
7,36,11,7,4,8,0,11,7,7,4,8,0
19,45,21,18,10,3,6,21,19,17,10,3,4
9,40,14,8,4,6,0,14,9,6,4,6,0
4,35,10,3,3,6,0,10,4,3,3,6,0
5,30,7,4,1,2,0,7,5,3,1,2,0
4,35,8,2,6,7,4,8,4,4,6,7,1
5,36,6,3,4,3,0,6,5,3,4,3,1
1,27,3,1,2,3,1,3,1,1,2,3,0
0,27,2,0,2,9,0,2,0,0,2,9,0
4,31,10,4,5,4,0,10,4,3,5,4,0
1,28,3,1,1,9,0,3,1,1,1,9,0
3,42,7,3,2,2,1,7,3,3,2,2,1
3,42,7,2,0,9,0,7,3,2,0,9,1
3,35,9,3,0,5,1,9,3,3,0,5,2
4,33,8,3,4,3,1,8,4,2,4,3,0
9,36,11,9,6,4,0,11,9,9,6,4,2
1,29,3,1,5,4,0,3,1,1,5,4,1
3,35,7,2,1,7,0,7,3,1,1,7,1
6,27,9,6,5,1,2,9,6,5,5,1,0
13,42,18,12,4,1,0,18,13,11,4,1,4
4,38,11,4,1,5,1,11,4,4,1,5,0
3,34,9,3,5,6,0,9,3,2,5,6,0
4,33,11,3,2,8,0,11,4,3,2,8,1
1,30,6,1,3,5,1,6,1,1,3,5,0
6,32,11,6,3,3,1,11,6,5,3,3,1
10,38,10,10,4,5,0,10,10,5,4,5,0
3,33,8,3,4,3,2,8,3,3,4,3,1
1,34,8,1,1,2,0,8,1,1,1,2,0
6,28,10,5,3,2,1,10,6,5,3,2,1
4,40,13,4,2,5,0,13,4,2,2,5,0
6,38,13,5,0,4,0,13,6,4,0,4,0
1,29,3,1,3,1,0,3,1,1,3,1,0
9,35,13,6,5,3,1,13,9,5,5,3,0
6,35,11,6,4,5,0,11,6,6,4,5,1
1,32,7,1,2,9,0,7,1,1,2,9,1
3,30,6,3,3,5,2,6,3,0,3,5,0
8,29,8,8,8,2,0,8,8,6,8,2,2
3,33,7,2,1,4,0,7,3,2,1,4,0
11,38,15,11,3,3,0,15,11,5,3,3,1
7,40,16,7,0,1,0,16,7,7,0,1,2
3,33,8,2,0,2,0,9,3,2,0,2,0
0,30,4,0,2,7,0,4,0,0,2,7,0
5,31,10,5,2,4,3,10,5,5,2,4,1
0,30,4,0,2,1,0,4,0,0,2,1,0
1,28,6,1,4,6,0,6,1,1,4,6,1
6,36,10,5,8,4,0,10,6,4,8,4,1
3,34,5,1,3,8,3,5,3,0,3,8,0
8,38,11,5,3,5,1,11,8,3,3,5,0
7,35,10,6,0,6,0,10,7,6,0,6,3
2,31,5,2,0,5,2,5,2,1,0,5,0
3,30,7,3,2,3,0,7,3,3,2,3,0
11,41,15,11,5,1,1,15,11,10,5,1,3
5,37,12,4,1,1,1,12,5,4,1,1,1
2,35,8,2,0,7,0,8,2,2,0,7,0
8,34,10,8,5,5,2,10,8,3,5,5,1
0,30,3,0,1,5,1,3,0,0,1,5,0
1,25,5,1,1,5,0,5,1,1,1,5,1
19,48,23,17,4,3,2,23,19,18,4,3,4
7,37,13,7,7,6,2,13,7,4,7,6,0
10,42,16,9,2,4,0,16,10,9,2,4,2
3,34,8,3,1,10,0,8,3,2,1,10,1
4,31,5,3,5,7,1,5,4,4,5,7,0
2,31,7,2,3,5,2,7,2,2,3,5,0
3,32,8,3,2,2,0,8,3,3,2,2,2
1,29,4,1,1,3,0,4,1,1,1,3,0
4,37,10,4,3,4,0,10,4,4,3,4,0
1,29,4,1,0,7,0,4,1,1,0,7,1
2,33,5,1,3,5,3,5,2,1,3,5,0
4,33,11,4,0,8,0,11,4,2,0,8,0
4,32,7,4,5,9,1,7,4,0,5,9,0
1,29,4,1,4,8,0,4,1,1,4,8,0
11,44,17,10,6,12,2,17,11,10,6,12,2
3,35,9,3,4,4,3,9,3,3,4,4,0
2,30,9,2,2,11,1,9,2,1,2,11,0
5,29,5,4,2,2,4,5,5,4,2,2,0
10,38,10,10,6,7,1,10,10,8,6,7,1
5,35,9,5,6,5,0,9,5,5,6,5,1
0,30,5,0,2,7,0,5,0,0,2,7,0
6,35,11,6,1,1,1,11,6,6,1,1,1
7,35,8,6,6,7,1,8,7,7,6,7,3
5,36,10,5,3,5,1,10,5,4,3,5,1
1,31,6,1,1,8,0,6,1,1,1,8,0
3,24,3,3,6,6,0,3,3,2,6,6,0
3,30,8,2,4,3,3,8,3,2,4,3,0
4,32,9,4,2,4,0,9,4,4,2,4,0
7,38,13,5,2,1,1,13,7,6,2,1,0
11,35,16,10,2,1,5,16,11,9,2,1,1
2,32,4,2,2,11,0,4,2,2,2,11,1
4,33,10,4,5,7,1,10,4,3,5,7,0
1,30,5,1,2,7,0,5,1,1,2,7,0
2,29,7,2,4,3,2,7,2,2,4,3,0
13,40,16,12,9,7,1,16,13,10,9,7,0
5,31,9,5,3,5,0,9,5,5,3,5,2
3,31,10,3,2,7,0,10,3,3,2,7,0
4,31,8,4,0,1,1,8,4,3,0,1,1
4,35,12,4,1,4,2,12,4,4,1,4,1
2,34,7,2,1,4,0,7,2,1,1,4,1
4,40,14,4,6,5,0,14,4,4,6,5,2
1,35,3,1,1,3,0,3,1,0,1,3,0
3,37,9,3,2,8,0,9,3,3,2,8,1
2,33,6,1,0,6,0,6,2,2,0,6,0
1,30,4,1,0,4,0,4,1,1,0,4,0
2,29,7,2,2,5,0,7,2,2,2,5,0
11,42,17,11,1,5,0,17,11,11,1,5,2
2,34,7,2,3,3,3,7,2,2,3,3,0
2,34,9,2,1,2,0,9,2,2,1,2,1
4,31,10,4,3,1,1,10,4,4,3,1,2
4,36,12,4,3,8,1,12,4,4,3,8,1
5,35,8,3,3,4,0,8,5,1,3,4,2
9,35,12,8,7,10,0,12,9,8,7,10,1
4,33,11,4,0,4,0,11,4,4,0,4,1
2,31,6,1,3,5,0,6,2,0,3,5,0
4,31,8,4,4,3,1,8,4,4,4,3,0
2,35,8,2,2,1,1,8,2,2,2,1,0
6,32,12,4,2,2,4,12,6,3,2,2,0
8,32,8,8,4,5,1,8,8,7,4,5,1
4,38,15,4,2,4,0,15,4,4,2,4,0
2,28,6,2,3,4,0,6,2,1,3,4,0
3,30,5,3,2,3,0,5,3,3,2,3,1
9,38,14,8,4,2,7,14,9,8,4,2,0
6,37,12,6,5,7,0,12,6,6,5,7,1
9,35,10,8,5,4,3,10,9,7,5,4,2
6,38,12,5,2,5,0,12,6,6,2,5,1
6,45,11,5,5,10,3,11,6,6,5,10,1
2,39,8,2,10,13,3,8,2,2,10,13,0
8,44,15,8,3,7,0,15,8,8,3,7,2
6,39,12,5,1,7,0,12,6,5,1,7,1
1,30,4,1,0,2,0,4,1,0,0,2,0
2,27,7,1,2,4,2,7,2,2,2,4,0
12,36,12,10,8,9,5,12,12,10,8,9,1
4,32,8,4,6,4,0,8,4,4,6,4,0
2,29,5,2,3,4,0,5,2,2,3,4,1
7,31,10,7,1,5,0,10,7,6,1,5,3
10,37,14,10,6,4,2,14,10,9,6,4,3
4,33,8,4,2,5,0,8,4,3,2,5,0
2,29,7,2,3,5,1,7,2,2,3,5,1
3,26,6,1,2,1,1,6,3,1,2,1,0
3,31,5,3,3,7,0,5,3,1,3,7,0
1,33,5,1,0,11,0,5,1,1,0,11,0
3,32,7,3,4,9,4,7,3,3,4,9,0
6,36,11,6,1,5,1,11,6,4,1,5,2
6,31,8,6,3,8,3,8,6,6,3,8,0
2,33,9,2,4,5,2,9,2,2,4,5,0
6,34,9,6,4,4,2,9,6,5,4,4,0
4,35,11,4,5,8,0,11,4,4,5,8,4
2,29,5,1,3,5,1,5,2,1,3,5,0
10,33,12,8,4,5,1,12,10,10,4,5,0
2,35,9,2,1,0,1,9,2,2,1,0,0
7,30,8,5,3,10,0,8,7,3,3,10,1
6,35,8,5,5,6,5,8,6,4,5,6,2
4,37,11,0,4,6,1,11,4,0,4,6,0
5,39,14,5,5,5,1,14,5,2,5,5,0
1,28,4,1,3,9,0,4,1,1,3,9,1
3,32,7,3,2,1,1,7,3,3,2,1,1
6,30,12,6,2,3,0,12,6,4,2,3,1
3,31,8,3,6,2,1,8,3,3,6,2,0
7,34,12,6,2,2,1,12,7,5,2,2,2
1,32,6,1,4,11,1,6,1,1,4,11,0
4,32,7,3,2,6,0,7,4,2,2,6,0
3,33,9,3,4,1,0,9,3,3,4,1,1
9,37,14,8,1,3,2,14,9,9,1,3,3
0,27,4,0,5,3,0,4,0,0,5,3,0
4,31,8,4,1,4,1,8,4,2,1,4,1
3,34,13,3,0,1,0,13,3,3,0,1,2
2,31,4,2,0,4,0,4,2,2,0,4,0
3,36,10,3,2,5,0,10,3,2,2,5,0
4,29,4,2,3,4,1,4,4,0,3,4,0
9,40,14,9,3,9,1,14,9,8,3,9,2
